,Question,Answer,QnaId
78,Comment fonctionne le compteur ?,"Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre relève de compteur. Cette relève doit être transmise selon votre paramétrage actuel : Base ou Heures - Pleines / Heures creuses.\n\nLe relevé du compteur permet de connaître avec exactitude le nombre de kWh consommés.\n\n Vous avez un compteur électromécanique\n\n- Si le compteur comporte un seul cadran (option Base), relevez les 5 ou 6 derniers chiffres.\n\n- Si le compteur comporte deux cadrans (option Heures pleines / Heures creuses), relevez les 5 ou 6 derniers chiffres des deux cadrans. La première ligne correspond à la consommation aux heures creuses, la seconde correspond à la consommation aux heures pleines.\n\n Vous avez un compteur électronique\n\nAppuyez sur le bouton «D» (Défilement).\n\n- Si des chiffres s’affichent, sans texte (option Base), relevez les 5 derniers chiffres.\n\n- Si des chiffres s’affichent, avec une indication texte «creuse» ou «pleine» (option Heures pleines / Heures creuses), relevez les 5 derniers chiffres indiqués pour la tranche horaire affichée et appuyez de nouveau sur le bouton «D» (Défilement), pour relèver les 5 autres chiffres indiqués pour l’autre tranche horaire.",9
79,Je ne comprends pas comment fonctionne le compteur.\n,"Afin de finaliser la souscription d’un contrat Enercoop, il est nécessaire de nous transmettre votre relève de compteur. Cette relève doit être transmise selon votre paramétrage actuel : Base ou Heures - Pleines / Heures creuses.\n\nLe relevé du compteur permet de connaître avec exactitude le nombre de kWh consommés.\n\n Vous avez un compteur électromécanique\n\n- Si le compteur comporte un seul cadran (option Base), relevez les 5 ou 6 derniers chiffres.\n\n- Si le compteur comporte deux cadrans (option Heures pleines / Heures creuses), relevez les 5 ou 6 derniers chiffres des deux cadrans. La première ligne correspond à la consommation aux heures creuses, la seconde correspond à la consommation aux heures pleines.\n\n Vous avez un compteur électronique\n\nAppuyez sur le bouton «D» (Défilement).\n\n- Si des chiffres s’affichent, sans texte (option Base), relevez les 5 derniers chiffres.\n\n- Si des chiffres s’affichent, avec une indication texte «creuse» ou «pleine» (option Heures pleines / Heures creuses), relevez les 5 derniers chiffres indiqués pour la tranche horaire affichée et appuyez de nouveau sur le bouton «D» (Défilement), pour relèver les 5 autres chiffres indiqués pour l’autre tranche horaire.",9
80,Le réseau de distribution va t-il me réserver le même accueil qu'aux clients d'EDF ?,"Nous n'avons jamais constaté de traitement en défaveur de nos consommateurs. Le réseau est devenu une entité distincte d'EDF, Enedis (anciennement Électricité Réseau Distribution France), au service de tous les consommateurs, qu'ils soient clients d'Enercoop ou du fournisseur historique.",10
81,Le service est-il d'aussi bonne qualité qu'EDF ?,"Nous n'avons jamais constaté de traitement en défaveur de nos consommateurs. Le réseau est devenu une entité distincte d'EDF, Enedis (anciennement Électricité Réseau Distribution France), au service de tous les consommateurs, qu'ils soient clients d'Enercoop ou du fournisseur historique.",10
82,Le service Enercoop est-il aussi bien qu'EDF ?\n,"Nous n'avons jamais constaté de traitement en défaveur de nos consommateurs. Le réseau est devenu une entité distincte d'EDF, Enedis (anciennement Électricité Réseau Distribution France), au service de tous les consommateurs, qu'ils soient clients d'Enercoop ou du fournisseur historique.",10
83,Le service Enercoop est-il aussi bon qu'EDF ?\n,"Nous n'avons jamais constaté de traitement en défaveur de nos consommateurs. Le réseau est devenu une entité distincte d'EDF, Enedis (anciennement Électricité Réseau Distribution France), au service de tous les consommateurs, qu'ils soient clients d'Enercoop ou du fournisseur historique.",10
84,Enercoop est-il aussi bien qu'EDF ?,"Nous n'avons jamais constaté de traitement en défaveur de nos consommateurs. Le réseau est devenu une entité distincte d'EDF, Enedis (anciennement Électricité Réseau Distribution France), au service de tous les consommateurs, qu'ils soient clients d'Enercoop ou du fournisseur historique.",10
85,Aurai-je plus de coupures de courant qu'auparavant?,"La continuité du service est toujours garantie par le gestionnaire du réseau de distribution d'électricité (Enedis, anciennement ERDF), qui reste un monopole, garant du service public de l'électricité.",11
86,Les coupures de courant sont-elles fréquentes ?,"La continuité du service est toujours garantie par le gestionnaire du réseau de distribution d'électricité (Enedis, anciennement ERDF), qui reste un monopole, garant du service public de l'électricité.",11
87,Y-a-t-il beaucoup de coupures de courant ?,"La continuité du service est toujours garantie par le gestionnaire du réseau de distribution d'électricité (Enedis, anciennement ERDF), qui reste un monopole, garant du service public de l'électricité.",11
88,Quel est votre contact ?,"Vous avez des questions ? N'hésitez pas à contacter notre équipe au 09 70 68 07 65 du lundi au vendredi, de 9h à 18h.",12
89,Comment contacter le service client ?,"Vous avez des questions ? N'hésitez pas à contacter notre équipe au 09 70 68 07 65 du lundi au vendredi, de 9h à 18h.",12
90,Je voudrais contacter un conseiller.,"Vous avez des questions ? N'hésitez pas à contacter notre équipe au 09 70 68 07 65 du lundi au vendredi, de 9h à 18h.",12
91,J'aimerais contacter un conseiller.,"Vous avez des questions ? N'hésitez pas à contacter notre équipe au 09 70 68 07 65 du lundi au vendredi, de 9h à 18h.",12
92,Comment vous contacter ?,"Vous avez des questions ? N'hésitez pas à contacter notre équipe au 09 70 68 07 65 du lundi au vendredi, de 9h à 18h.",12
93,Cela ne répond pas à ma question.,"Vous avez des questions ? N'hésitez pas à contacter notre équipe au 09 70 68 07 65 du lundi au vendredi, de 9h à 18h.",12
94,Pourquoi devenir sociétaire ?,"Le statut de SCIC implique que tout consommateur, particulier ou professionnel, a la possibilité de devenir sociétaire en souscrivant au minimum une part de capital (= 100 €).\n\nLes avantages sont les suivants :\n\npouvoir participer démocratiquement aux décisions de la coopérative lors de l’Assemblée générale et élire ses représentants au Conseil d’administration\n\nêtre candidat aux fonctions d’administrateur,\n\nêtre exonéré des frais d'enregistrement (36€ TTC)\n\nen cas d’exercice excédentaire, une rémunération des parts sociales peut être versée.",13
95,Comment devenir sociétaire ?,"Le statut de SCIC implique que tout consommateur, particulier ou professionnel, a la possibilité de devenir sociétaire en souscrivant au minimum une part de capital (= 100 €).\n\nLes avantages sont les suivants :\n\npouvoir participer démocratiquement aux décisions de la coopérative lors de l’Assemblée générale et élire ses représentants au Conseil d’administration\n\nêtre candidat aux fonctions d’administrateur,\n\nêtre exonéré des frais d'enregistrement (36€ TTC)\n\nen cas d’exercice excédentaire, une rémunération des parts sociales peut être versée.",13
96,Qu'est-ce qu'un sociétaire ?,"Le statut de SCIC implique que tout consommateur, particulier ou professionnel, a la possibilité de devenir sociétaire en souscrivant au minimum une part de capital (= 100 €).\n\nLes avantages sont les suivants :\n\npouvoir participer démocratiquement aux décisions de la coopérative lors de l’Assemblée générale et élire ses représentants au Conseil d’administration\n\nêtre candidat aux fonctions d’administrateur,\n\nêtre exonéré des frais d'enregistrement (36€ TTC)\n\nen cas d’exercice excédentaire, une rémunération des parts sociales peut être versée.",13
97,Quels sont les avantages à devenir sociétaire ?,"Le statut de SCIC implique que tout consommateur, particulier ou professionnel, a la possibilité de devenir sociétaire en souscrivant au minimum une part de capital (= 100 €).\n\nLes avantages sont les suivants :\n\npouvoir participer démocratiquement aux décisions de la coopérative lors de l’Assemblée générale et élire ses représentants au Conseil d’administration\n\nêtre candidat aux fonctions d’administrateur,\n\nêtre exonéré des frais d'enregistrement (36€ TTC)\n\nen cas d’exercice excédentaire, une rémunération des parts sociales peut être versée.",13
98,Y-a-t-il des avantages à devenir sociétaire ?,"Le statut de SCIC implique que tout consommateur, particulier ou professionnel, a la possibilité de devenir sociétaire en souscrivant au minimum une part de capital (= 100 €).\n\nLes avantages sont les suivants :\n\npouvoir participer démocratiquement aux décisions de la coopérative lors de l’Assemblée générale et élire ses représentants au Conseil d’administration\n\nêtre candidat aux fonctions d’administrateur,\n\nêtre exonéré des frais d'enregistrement (36€ TTC)\n\nen cas d’exercice excédentaire, une rémunération des parts sociales peut être versée.",13
99,Dois-je devenir sociétaire pour être consommateur ?,Être sociétaire n'est pas une obligation pour devenir consommateur. Le choix d'être sociétaire répond à une motivation qui va au-delà de la volonté de consommer vert : participer à notre démarche et au développement de la coopérative. Il est à noter que les sociétaires sont exonérés des frais à la souscription (36€ TTC) auxquels sont soumis les clients ayant une puissance souscrite inférieure à 36 kVA.,14
100,Faut-t-il être sociétaire pour être consommateur ?,Être sociétaire n'est pas une obligation pour devenir consommateur. Le choix d'être sociétaire répond à une motivation qui va au-delà de la volonté de consommer vert : participer à notre démarche et au développement de la coopérative. Il est à noter que les sociétaires sont exonérés des frais à la souscription (36€ TTC) auxquels sont soumis les clients ayant une puissance souscrite inférieure à 36 kVA.,14
101,Est-il obligatoire de devenir sociétaire pour être consommateur ?,Être sociétaire n'est pas une obligation pour devenir consommateur. Le choix d'être sociétaire répond à une motivation qui va au-delà de la volonté de consommer vert : participer à notre démarche et au développement de la coopérative. Il est à noter que les sociétaires sont exonérés des frais à la souscription (36€ TTC) auxquels sont soumis les clients ayant une puissance souscrite inférieure à 36 kVA.,14
102,Je n'arrive pas à me connecter à mon Espace client,"Votre espace client est compatible avec les dernières versions de navigateur internet, nous vous invitons à vérifier la version de votre navigateur internet et de le mettre à jour régulièrement afin de profiter pleinement de ses fonctionnalités (transmission de relevé de compteur, changement de coordonnées bancaires, consultation et téléchargement de vos factures, historique de consommation, formulaire de contact simplifié...)\n\nVous pouvez vérifier la version de votre navigateur et le mettre à jour via ce lien: https://browser-update.org/fr/update.html\n\nNous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.",15
103,Comment me connecter à mon Espace client ?\n,"Votre espace client est compatible avec les dernières versions de navigateur internet, nous vous invitons à vérifier la version de votre navigateur internet et de le mettre à jour régulièrement afin de profiter pleinement de ses fonctionnalités (transmission de relevé de compteur, changement de coordonnées bancaires, consultation et téléchargement de vos factures, historique de consommation, formulaire de contact simplifié...)\n\nVous pouvez vérifier la version de votre navigateur et le mettre à jour via ce lien: https://browser-update.org/fr/update.html\n\nNous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.",15
104,Comment accéder à mon Espace client ?\n,"Votre espace client est compatible avec les dernières versions de navigateur internet, nous vous invitons à vérifier la version de votre navigateur internet et de le mettre à jour régulièrement afin de profiter pleinement de ses fonctionnalités (transmission de relevé de compteur, changement de coordonnées bancaires, consultation et téléchargement de vos factures, historique de consommation, formulaire de contact simplifié...)\n\nVous pouvez vérifier la version de votre navigateur et le mettre à jour via ce lien: https://browser-update.org/fr/update.html\n\nNous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.",15
105,Où se trouve mon espace client ?,"Votre espace client est compatible avec les dernières versions de navigateur internet, nous vous invitons à vérifier la version de votre navigateur internet et de le mettre à jour régulièrement afin de profiter pleinement de ses fonctionnalités (transmission de relevé de compteur, changement de coordonnées bancaires, consultation et téléchargement de vos factures, historique de consommation, formulaire de contact simplifié...)\n\nVous pouvez vérifier la version de votre navigateur et le mettre à jour via ce lien: https://browser-update.org/fr/update.html\n\nNous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.",15
106,Comment créer mon espace client ?,"Votre espace client est compatible avec les dernières versions de navigateur internet, nous vous invitons à vérifier la version de votre navigateur internet et de le mettre à jour régulièrement afin de profiter pleinement de ses fonctionnalités (transmission de relevé de compteur, changement de coordonnées bancaires, consultation et téléchargement de vos factures, historique de consommation, formulaire de contact simplifié...)\n\nVous pouvez vérifier la version de votre navigateur et le mettre à jour via ce lien: https://browser-update.org/fr/update.html\n\nNous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.",15
107,j'ai un bug sur mon espace client,"Votre espace client est compatible avec les dernières versions de navigateur internet, nous vous invitons à vérifier la version de votre navigateur internet et de le mettre à jour régulièrement afin de profiter pleinement de ses fonctionnalités (transmission de relevé de compteur, changement de coordonnées bancaires, consultation et téléchargement de vos factures, historique de consommation, formulaire de contact simplifié...)\n\nVous pouvez vérifier la version de votre navigateur et le mettre à jour via ce lien: https://browser-update.org/fr/update.html\n\nNous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.",15
108,Je ne sais pas à quelle date je peux faire mon auto-relève.,"Parmi les fonctionnalités de l’espace client, nous attirons votre attention sur l’espace dédié à la saisie d’index de consommation qui correspond à la saisie de vos relevés de compteur. Vous pourrez saisir vos données directement dans cet espace tous les deux mois. Vous serez averti de la période de saisie directement par email et trouverez l'encart de déclaration sur la droite de la page d'accueil de votre espace client.\n\nÀ la suite de votre déclaration, vous recevrez un email de confirmation de prise en compte de votre relevé de compteur.",16
109,Je n'arrive pas à faire mon auto-relève.,"Parmi les fonctionnalités de l’espace client, nous attirons votre attention sur l’espace dédié à la saisie d’index de consommation qui correspond à la saisie de vos relevés de compteur. Vous pourrez saisir vos données directement dans cet espace tous les deux mois. Vous serez averti de la période de saisie directement par email et trouverez l'encart de déclaration sur la droite de la page d'accueil de votre espace client.\n\nÀ la suite de votre déclaration, vous recevrez un email de confirmation de prise en compte de votre relevé de compteur.",16
110,Comment faire mon auto-relève.,"Parmi les fonctionnalités de l’espace client, nous attirons votre attention sur l’espace dédié à la saisie d’index de consommation qui correspond à la saisie de vos relevés de compteur. Vous pourrez saisir vos données directement dans cet espace tous les deux mois. Vous serez averti de la période de saisie directement par email et trouverez l'encart de déclaration sur la droite de la page d'accueil de votre espace client.\n\nÀ la suite de votre déclaration, vous recevrez un email de confirmation de prise en compte de votre relevé de compteur.",16
111,Comment faire mon auto-relevé.,"Parmi les fonctionnalités de l’espace client, nous attirons votre attention sur l’espace dédié à la saisie d’index de consommation qui correspond à la saisie de vos relevés de compteur. Vous pourrez saisir vos données directement dans cet espace tous les deux mois. Vous serez averti de la période de saisie directement par email et trouverez l'encart de déclaration sur la droite de la page d'accueil de votre espace client.\n\nÀ la suite de votre déclaration, vous recevrez un email de confirmation de prise en compte de votre relevé de compteur.",16
112,Comment faire mon relevé de compteur ?,"Parmi les fonctionnalités de l’espace client, nous attirons votre attention sur l’espace dédié à la saisie d’index de consommation qui correspond à la saisie de vos relevés de compteur. Vous pourrez saisir vos données directement dans cet espace tous les deux mois. Vous serez averti de la période de saisie directement par email et trouverez l'encart de déclaration sur la droite de la page d'accueil de votre espace client.\n\nÀ la suite de votre déclaration, vous recevrez un email de confirmation de prise en compte de votre relevé de compteur.",16
113,Je n'arrive pas à faire mon relevé de compteur.,"Parmi les fonctionnalités de l’espace client, nous attirons votre attention sur l’espace dédié à la saisie d’index de consommation qui correspond à la saisie de vos relevés de compteur. Vous pourrez saisir vos données directement dans cet espace tous les deux mois. Vous serez averti de la période de saisie directement par email et trouverez l'encart de déclaration sur la droite de la page d'accueil de votre espace client.\n\nÀ la suite de votre déclaration, vous recevrez un email de confirmation de prise en compte de votre relevé de compteur.",16
114,Je n'arrive pas à faire mon auto-relevé.,"Parmi les fonctionnalités de l’espace client, nous attirons votre attention sur l’espace dédié à la saisie d’index de consommation qui correspond à la saisie de vos relevés de compteur. Vous pourrez saisir vos données directement dans cet espace tous les deux mois. Vous serez averti de la période de saisie directement par email et trouverez l'encart de déclaration sur la droite de la page d'accueil de votre espace client.\n\nÀ la suite de votre déclaration, vous recevrez un email de confirmation de prise en compte de votre relevé de compteur.",16
115,Quand faire mon relevé de compteur ?,"Parmi les fonctionnalités de l’espace client, nous attirons votre attention sur l’espace dédié à la saisie d’index de consommation qui correspond à la saisie de vos relevés de compteur. Vous pourrez saisir vos données directement dans cet espace tous les deux mois. Vous serez averti de la période de saisie directement par email et trouverez l'encart de déclaration sur la droite de la page d'accueil de votre espace client.\n\nÀ la suite de votre déclaration, vous recevrez un email de confirmation de prise en compte de votre relevé de compteur.",16
116,Comment résilier mon contrat ?,"Vous pouvez résilier votre contrat à tout moment :\n\n- en changeant de fournisseur. Dans ce cas, le contrat sera résilié au jour de la prise d'effet du contrat avec votre nouveau fournisseur sans que vous ayez à faire une quelconque démarche auprès de nos services,\n\n- en cas de déménagement. Pour cela il suffit soit de vous rendre sur espace client dans l'onglet ""Compte"", rubrique ""Déménagement"" (adresse de votre espace client : http://espace-client.enercoop.fr), soit de nous envoyer un mail à l'adresse resiliation@enercoop.org en nous transmettant les informations suivantes :\n\nNom et prénom figurant dans votre contrat\n\nAdresse précise du contrat\n\nLa date souhaitée de résiliation\n\nSi possible, le relevé du compteur à la date de sortie (pour avoir une facture de résiliation avec les bons index de consommation)\n\nVotre nouvelle adresse (pour l'envoi de la facture de résiliation)\n\nLa résiliation prendra effet à la date indiquée et au plus tard 30 jours après l'envoi du courriel.",17
117,Je souhaite résilier mon contrat.,"Vous pouvez résilier votre contrat à tout moment :\n\n- en changeant de fournisseur. Dans ce cas, le contrat sera résilié au jour de la prise d'effet du contrat avec votre nouveau fournisseur sans que vous ayez à faire une quelconque démarche auprès de nos services,\n\n- en cas de déménagement. Pour cela il suffit soit de vous rendre sur espace client dans l'onglet ""Compte"", rubrique ""Déménagement"" (adresse de votre espace client : http://espace-client.enercoop.fr), soit de nous envoyer un mail à l'adresse resiliation@enercoop.org en nous transmettant les informations suivantes :\n\nNom et prénom figurant dans votre contrat\n\nAdresse précise du contrat\n\nLa date souhaitée de résiliation\n\nSi possible, le relevé du compteur à la date de sortie (pour avoir une facture de résiliation avec les bons index de consommation)\n\nVotre nouvelle adresse (pour l'envoi de la facture de résiliation)\n\nLa résiliation prendra effet à la date indiquée et au plus tard 30 jours après l'envoi du courriel.",17
118,Je veux résilier mon contrat.,"Vous pouvez résilier votre contrat à tout moment :\n\n- en changeant de fournisseur. Dans ce cas, le contrat sera résilié au jour de la prise d'effet du contrat avec votre nouveau fournisseur sans que vous ayez à faire une quelconque démarche auprès de nos services,\n\n- en cas de déménagement. Pour cela il suffit soit de vous rendre sur espace client dans l'onglet ""Compte"", rubrique ""Déménagement"" (adresse de votre espace client : http://espace-client.enercoop.fr), soit de nous envoyer un mail à l'adresse resiliation@enercoop.org en nous transmettant les informations suivantes :\n\nNom et prénom figurant dans votre contrat\n\nAdresse précise du contrat\n\nLa date souhaitée de résiliation\n\nSi possible, le relevé du compteur à la date de sortie (pour avoir une facture de résiliation avec les bons index de consommation)\n\nVotre nouvelle adresse (pour l'envoi de la facture de résiliation)\n\nLa résiliation prendra effet à la date indiquée et au plus tard 30 jours après l'envoi du courriel.",17
119,Je voudrais résilier mon contrat.,"Vous pouvez résilier votre contrat à tout moment :\n\n- en changeant de fournisseur. Dans ce cas, le contrat sera résilié au jour de la prise d'effet du contrat avec votre nouveau fournisseur sans que vous ayez à faire une quelconque démarche auprès de nos services,\n\n- en cas de déménagement. Pour cela il suffit soit de vous rendre sur espace client dans l'onglet ""Compte"", rubrique ""Déménagement"" (adresse de votre espace client : http://espace-client.enercoop.fr), soit de nous envoyer un mail à l'adresse resiliation@enercoop.org en nous transmettant les informations suivantes :\n\nNom et prénom figurant dans votre contrat\n\nAdresse précise du contrat\n\nLa date souhaitée de résiliation\n\nSi possible, le relevé du compteur à la date de sortie (pour avoir une facture de résiliation avec les bons index de consommation)\n\nVotre nouvelle adresse (pour l'envoi de la facture de résiliation)\n\nLa résiliation prendra effet à la date indiquée et au plus tard 30 jours après l'envoi du courriel.",17
120,J'aimerais résilier mon contrat.,"Vous pouvez résilier votre contrat à tout moment :\n\n- en changeant de fournisseur. Dans ce cas, le contrat sera résilié au jour de la prise d'effet du contrat avec votre nouveau fournisseur sans que vous ayez à faire une quelconque démarche auprès de nos services,\n\n- en cas de déménagement. Pour cela il suffit soit de vous rendre sur espace client dans l'onglet ""Compte"", rubrique ""Déménagement"" (adresse de votre espace client : http://espace-client.enercoop.fr), soit de nous envoyer un mail à l'adresse resiliation@enercoop.org en nous transmettant les informations suivantes :\n\nNom et prénom figurant dans votre contrat\n\nAdresse précise du contrat\n\nLa date souhaitée de résiliation\n\nSi possible, le relevé du compteur à la date de sortie (pour avoir une facture de résiliation avec les bons index de consommation)\n\nVotre nouvelle adresse (pour l'envoi de la facture de résiliation)\n\nLa résiliation prendra effet à la date indiquée et au plus tard 30 jours après l'envoi du courriel.",17
121,Je souhaiterais résilier mon contrat.,"Vous pouvez résilier votre contrat à tout moment :\n\n- en changeant de fournisseur. Dans ce cas, le contrat sera résilié au jour de la prise d'effet du contrat avec votre nouveau fournisseur sans que vous ayez à faire une quelconque démarche auprès de nos services,\n\n- en cas de déménagement. Pour cela il suffit soit de vous rendre sur espace client dans l'onglet ""Compte"", rubrique ""Déménagement"" (adresse de votre espace client : http://espace-client.enercoop.fr), soit de nous envoyer un mail à l'adresse resiliation@enercoop.org en nous transmettant les informations suivantes :\n\nNom et prénom figurant dans votre contrat\n\nAdresse précise du contrat\n\nLa date souhaitée de résiliation\n\nSi possible, le relevé du compteur à la date de sortie (pour avoir une facture de résiliation avec les bons index de consommation)\n\nVotre nouvelle adresse (pour l'envoi de la facture de résiliation)\n\nLa résiliation prendra effet à la date indiquée et au plus tard 30 jours après l'envoi du courriel.",17
122,Quelle est la démarche à suivre pour résilier son contrat ?\n,"Vous pouvez résilier votre contrat à tout moment :\n\n- en changeant de fournisseur. Dans ce cas, le contrat sera résilié au jour de la prise d'effet du contrat avec votre nouveau fournisseur sans que vous ayez à faire une quelconque démarche auprès de nos services,\n\n- en cas de déménagement. Pour cela il suffit soit de vous rendre sur espace client dans l'onglet ""Compte"", rubrique ""Déménagement"" (adresse de votre espace client : http://espace-client.enercoop.fr), soit de nous envoyer un mail à l'adresse resiliation@enercoop.org en nous transmettant les informations suivantes :\n\nNom et prénom figurant dans votre contrat\n\nAdresse précise du contrat\n\nLa date souhaitée de résiliation\n\nSi possible, le relevé du compteur à la date de sortie (pour avoir une facture de résiliation avec les bons index de consommation)\n\nVotre nouvelle adresse (pour l'envoi de la facture de résiliation)\n\nLa résiliation prendra effet à la date indiquée et au plus tard 30 jours après l'envoi du courriel.",17
123,Comment fonctionne la résiliation de contrat ?,"Vous pouvez résilier votre contrat à tout moment :\n\n- en changeant de fournisseur. Dans ce cas, le contrat sera résilié au jour de la prise d'effet du contrat avec votre nouveau fournisseur sans que vous ayez à faire une quelconque démarche auprès de nos services,\n\n- en cas de déménagement. Pour cela il suffit soit de vous rendre sur espace client dans l'onglet ""Compte"", rubrique ""Déménagement"" (adresse de votre espace client : http://espace-client.enercoop.fr), soit de nous envoyer un mail à l'adresse resiliation@enercoop.org en nous transmettant les informations suivantes :\n\nNom et prénom figurant dans votre contrat\n\nAdresse précise du contrat\n\nLa date souhaitée de résiliation\n\nSi possible, le relevé du compteur à la date de sortie (pour avoir une facture de résiliation avec les bons index de consommation)\n\nVotre nouvelle adresse (pour l'envoi de la facture de résiliation)\n\nLa résiliation prendra effet à la date indiquée et au plus tard 30 jours après l'envoi du courriel.",17
124,Je ne reçois pas mes factures dans mon Espace client,"Retrouvez vos factures sur votre espace client. Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",18
125,Où se trouvent mes factures ?,"Retrouvez vos factures sur votre espace client. Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",18
126,Comment trouver mes factures ?,"Retrouvez vos factures sur votre espace client. Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",18
127,Je ne trouve pas mes factures.,"Retrouvez vos factures sur votre espace client. Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",18
128,Où sont mes factures ?,"Retrouvez vos factures sur votre espace client. Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",18
129,Je voudrais mes factures.,"Retrouvez vos factures sur votre espace client. Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",18
130,Donnez-moi mes factures.,"Retrouvez vos factures sur votre espace client. Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",18
131,Je veux mes factures.,"Retrouvez vos factures sur votre espace client. Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",18
132,Je souhaiterais avoir mes factures.,"Retrouvez vos factures sur votre espace client. Nous vous rappelons que votre espace client est accessible à cette adresse : http://espace-client.enercoop.fr.\n\nAfin de visualiser vos factures, cliquez sur la rubrique ""Factures"" (en haut à gauche). Sélectionnez la facture que vous souhaitez visualiser, puis cliquez sur ""Voir votre facture détaillée"".",18
133,"J'ai un prélèvement avec le libellé ""Crédit Coopératif""","Vous avez peut-être été prélevé sur votre compte bancaire entre le 3 et le 28 aout 2018 du montant de votre facture ou de votre mensualité avec le libellé ""Crédit Coopératif"" au lieu de ""Enercoop"".\n\nRassurez-vous, l'argent prélevé a été perçu par Enercoop et non par notre banque, le Crédit Coopératif.\n\nSi vous avez fait opposition à ce prélèvement, nous vous remercions de contacter notre Service Recouvrement et Solidarité au 01 80 18 92 28 ou par email à l'adresse recouvrement@enercoop.org.",19
134,Comment faire opposition au crédit coopératif ?,"Vous avez peut-être été prélevé sur votre compte bancaire entre le 3 et le 28 aout 2018 du montant de votre facture ou de votre mensualité avec le libellé ""Crédit Coopératif"" au lieu de ""Enercoop"".\n\nRassurez-vous, l'argent prélevé a été perçu par Enercoop et non par notre banque, le Crédit Coopératif.\n\nSi vous avez fait opposition à ce prélèvement, nous vous remercions de contacter notre Service Recouvrement et Solidarité au 01 80 18 92 28 ou par email à l'adresse recouvrement@enercoop.org.",19
135,"Qu'est-ce que la facture ""Crédit coopératif"" ?\n","Vous avez peut-être été prélevé sur votre compte bancaire entre le 3 et le 28 aout 2018 du montant de votre facture ou de votre mensualité avec le libellé ""Crédit Coopératif"" au lieu de ""Enercoop"".\n\nRassurez-vous, l'argent prélevé a été perçu par Enercoop et non par notre banque, le Crédit Coopératif.\n\nSi vous avez fait opposition à ce prélèvement, nous vous remercions de contacter notre Service Recouvrement et Solidarité au 01 80 18 92 28 ou par email à l'adresse recouvrement@enercoop.org.",19
136,J'ai fait opposition à un prélèvement du Crédit coopératif.,"Vous avez peut-être été prélevé sur votre compte bancaire entre le 3 et le 28 aout 2018 du montant de votre facture ou de votre mensualité avec le libellé ""Crédit Coopératif"" au lieu de ""Enercoop"".\n\nRassurez-vous, l'argent prélevé a été perçu par Enercoop et non par notre banque, le Crédit Coopératif.\n\nSi vous avez fait opposition à ce prélèvement, nous vous remercions de contacter notre Service Recouvrement et Solidarité au 01 80 18 92 28 ou par email à l'adresse recouvrement@enercoop.org.",19
